,index,tweet_text,emotion_in_tweet_is_directed_at,label,tweet_text_cln,alt_label,class,pred_label,pred_scores
5132,5132,"RT @mention @mention iPad app getting panned for design trumping content, and rightfully so. #SXSW",iPad or iPhone App,Negative emotion,"RT iPad app getting panned for design trumping content, and rightfully so.",NEG,0,NEU,0.811293363571167
5133,5133,"RT @mention @mention is biyt.ly for email, like google voice for email #loveit #sxsw #startupbus",,No emotion toward brand or product,"RT is biyt.ly for email, like google voice for email",NEU,1,NEU,0.9029732346534729
5134,5134,RT @mention @mention is now the Geek Charlie Sheen with his goddesses @mention @mention @Schmittastic #google #SXSW,,No emotion toward brand or product,RT is now the Geek Charlie Sheen with his goddesses,NEU,1,NEU,0.9496882557868958
5135,5135,"RT @mention @mention is talking about how mobile phones, Google Earth, FB is empowering people to fight back against  dictators... #SXSW",,No emotion toward brand or product,"RT is talking about how mobile phones, Google Earth, FB is empowering people to fight back against dictators...",NEU,1,NEU,0.6295363903045654
5136,5136,RT @mention @mention just saw you at lax I'm heading to #Sxsw  If you or your wife have an iPhone or iPad download my app #Freespeech @mention,iPad or iPhone App,Positive emotion,RT just saw you at lax I'm heading to If you or your wife have an iPhone or iPad download my app,POS,2,NEU,0.8278014659881592
5137,5137,RT @mention @mention Just won an HTML5 t-shirt from google for saying that EaselJS is my favorite canvas library at #sxsw.,Google,Positive emotion,RT Just won an HTML5 t-shirt from google for saying that EaselJS is my favorite canvas library at,POS,2,POS,0.9608988165855408
5138,5138,RT @mention @mention New iPad Apps For #SpeechTherapy And Communication Are Showcased At The #SXSW Conference {link} #iear #edchat #asd,,No emotion toward brand or product,RT New iPad Apps For And Communication Are Showcased At The Conference {link},NEU,1,NEU,0.7428627014160156
5139,5139,RT @mention @mention New iPad Apps For Speech Therapy And Communication Are Showcased @mention #SXSW Conference {link} #sxswi #assistivetech,,No emotion toward brand or product,RT New iPad Apps For Speech Therapy And Communication Are Showcased Conference {link},NEU,1,NEU,0.7194753885269165
5140,5140,RT @mention @mention New iPad Apps For Speech Therapy And Communication Are Showcased At #SXSW Conference {link} #sxswi #hcsm #sxswh,,No emotion toward brand or product,RT New iPad Apps For Speech Therapy And Communication Are Showcased At Conference {link},NEU,1,NEU,0.7319079041481018
5141,5141,RT @mention @mention New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #augcomm #hcsm #mhealth,,No emotion toward brand or product,RT New iPad Apps For Speech Therapy And Communication Are Showcased At The Conference {link},NEU,1,NEU,0.7436845302581787
5142,5142,RT @mention @mention No. 1 hack they found: people jumping over the corporate firewall (e.g. using Google Docs etc.) #sxsw,,No emotion toward brand or product,RT No. 1 hack they found: people jumping over the corporate firewall (e.g. using Google Docs etc.),NEU,1,NEG,0.9143877625465393
5143,5143,RT @mention @mention Not only at Cedar Street Courtyard but also at Apple Store #SXSW {link} from a small fan :-),Apple,Positive emotion,RT Not only at Cedar Street Courtyard but also at Apple Store {link} from a small fan :-),POS,2,POS,0.6875722408294678
5144,5144,RT @mention @mention one of the must have apps to survive #SXSW {link}  Join our #SXSWbarcrawl during #SXSWi,iPad or iPhone App,Positive emotion,RT one of the must have apps to survive {link} Join our during,POS,2,POS,0.8835510015487671
5145,5145,RT @mention @mention Peter Cashmore on the iPad 2: it's only a minor improvement. Not worth it unless you have money to burn. #SXSW,iPad,Negative emotion,RT Peter Cashmore on the iPad 2: it's only a minor improvement. Not worth it unless you have money to burn.,NEG,0,NEG,0.8347951173782349
5146,5146,RT @mention @mention putting a gun to @mention head. Give me your iPhone! #SXSW {link},iPhone,Positive emotion,RT putting a gun to head. Give me your iPhone! {link},POS,2,NEG,0.7346488237380981
5147,5147,RT @mention @mention Rainey Street is a nice alternative to 6th street #sxsw parties. Walking directions from convention center {link},,No emotion toward brand or product,RT Rainey Street is a nice alternative to 6th street parties. Walking directions from convention center {link},NEU,1,POS,0.9452055096626282
5148,5148,RT @mention @mention recounts the batshit insanity doubling as &quot;creativity&quot; that ensures they &quot;don't suck&quot;. Google 'michaels room groupon' #sxsw,,No emotion toward brand or product,RT recounts the batshit insanity doubling as &quot;creativity&quot; that ensures they &quot;don't suck&quot;. Google 'michaels room groupon',NEU,1,NEG,0.9780731797218323
5149,5149,RT @mention @mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},iPad or iPhone App,Positive emotion,RT RT New for now in the App Store includes UberGuide to (cont) {link},POS,2,NEU,0.5639744400978088
5150,5150,RT @mention @mention shows #Apple 's position in the tablet wars. #tapworthy #sxsw  {link},,No emotion toward brand or product,RT shows 's position in the tablet wars. {link},NEU,1,NEU,0.971820056438446
5151,5151,RT @mention @mention to Launch Major New Social Network Called Circles.. {link} #sxsw v @mention @mentionc,,No emotion toward brand or product,RT to Launch Major New Social Network Called Circles.. {link} v,NEU,1,NEU,0.9515295028686523
5153,5153,RT @mention @mention Wanna sign up for the beta: {link} #SXSW #hhrs ---&gt;&gt; did it!,,No emotion toward brand or product,RT Wanna sign up for the beta: {link} ---&gt;&gt; did it!,NEU,1,NEU,0.8496497273445129
5154,5154,RT @mention @mention we are actually giving away 10 #FREE #Taplynx #iPhone and #iPad app licences away for #SXSW! bit.ly/pushsxsw11. Check us out!,,No emotion toward brand or product,RT we are actually giving away 10 and app licences away for bit.ly/pushsxsw11. Check us out!,NEU,1,POS,0.6679916381835938
5155,5155,"RT @mention @mention Who said you won't be able to get the iPad 2 at #SXSW? 

Apple is opening a pop-uÛ_ (cont) {link}",,No emotion toward brand or product,RT Who said you won't be able to get the iPad 2 at Apple is opening a pop-uÛ_ (cont) {link},NEU,1,NEU,0.942215085029602
5156,5156,"RT @mention @mention Who said you won't be able to get the iPad 2 at #SXSW? 

Apple is opening a pop-up store in Austin for SXSW {link}",,No emotion toward brand or product,RT Who said you won't be able to get the iPad 2 at Apple is opening a pop-up store in Austin for SXSW {link},NEU,1,NEU,0.7747299671173096
5157,5157,RT @mention @mention worked with @mention to create open-source s2 to fill the gap needed by location-based applications that use nosql db model #sxsw,,No emotion toward brand or product,RT worked with to create open-source s2 to fill the gap needed by location-based applications that use nosql db model,NEU,1,NEU,0.5456497669219971
5158,5158,"RT @mention @mention wow - a gold's gym underneath an Apple store. Kind of you in a nutshell, right? #SXSW",Apple,Positive emotion,"RT wow - a gold's gym underneath an Apple store. Kind of you in a nutshell, right?",POS,2,NEU,0.8321629166603088
5159,5159,"RT @mention @mention Yes, that's why I favorited it! I want to win. I need to win. doo dah doo dah. :D #pushio #sxsw #ipad",,No emotion toward brand or product,"RT Yes, that's why I favorited it! I want to win. I need to win. doo dah doo dah. :D",NEU,1,POS,0.965692400932312
5160,5160,RT @mention @mention your iPhone 4 cases are Rad and Ready! Stop by tomorrow to get them! #Sxsw #zazzlesxsw #sxswi {link},iPhone,Positive emotion,RT your iPhone 4 cases are Rad and Ready! Stop by tomorrow to get them! {link},POS,2,POS,0.9638112187385559
5161,5161,RT @mention /@mention Grab the latest @mention before #SXSW! {link} #saytextson!,,No emotion toward brand or product,RT /@mention Grab the latest before {link},NEU,1,NEU,0.9629125595092773
5162,5162,RT @mention &lt;10 minute line for ipad 2 at the temporary apple store #sxsw,,No emotion toward brand or product,RT &lt;10 minute line for ipad 2 at the temporary apple store,NEU,1,NEU,0.9135072231292725
5163,5163,RT @mention &lt;10 minute line for ipad 2 at the temporary apple store #sxsw (9:35 CST),,No emotion toward brand or product,RT &lt;10 minute line for ipad 2 at the temporary apple store (9:35 CST),NEU,1,NEU,0.8749760389328003
5164,5164,RT @mention &quot;@mention - #Apple is the classiest fascist company in America. Really elegant.&quot; #sxsw #rji,Apple,Negative emotion,RT &quot;@mention - is the classiest fascist company in America. Really elegant.&quot;,NEG,0,NEG,0.8831595778465271
5165,5165,RT @mention &quot;40% of all Google Maps usage is on mobile&quot; - Marissa Mayer #sxsw,,No emotion toward brand or product,RT &quot;40% of all Google Maps usage is on mobile&quot; - Marissa Mayer,NEU,1,NEU,0.8438013195991516
5166,5166,RT @mention &quot;Ain't It Cool&quot; came from Travolta's line in &quot;Broken Arrow.&quot; #sxsw  &lt;Here I thought it was the 2 Steve's on the first Apple!,,No emotion toward brand or product,RT &quot;Ain't It Cool&quot; came from Travolta's line in &quot;Broken Arrow.&quot; &lt;Here I thought it was the 2 Steve's on the first Apple!,NEU,1,NEU,0.6101669073104858
5167,5167,RT @mention &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; #sxsw #pseudoretweet,Apple,Positive emotion,RT &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,POS,2,NEU,0.5607957243919373
5168,5168,RT @mention &quot;Apple is the most elegant fascist company in America.&quot; #flipboard #SXSW,Apple,Negative emotion,RT &quot;Apple is the most elegant fascist company in America.&quot;,NEG,0,POS,0.9766223430633545
5169,5169,RT @mention &quot;Apple likes it if you pay them. That's what Apple likes.&quot; - Barry Diller #SXSW (@mention ACC - Ballroom D) [pic]: {link},,No emotion toward brand or product,RT &quot;Apple likes it if you pay them. That's what Apple likes.&quot; - Barry Diller (@mention ACC - Ballroom D) [pic]: {link},NEU,1,POS,0.6502761840820312
5170,5170,RT @mention &quot;Apple: the most elegant fascist corporation in America today.&quot; -- Kara Swisher #sxsw #flipboard,Apple,Negative emotion,RT &quot;Apple: the most elegant fascist corporation in America today.&quot; -- Kara Swisher,NEG,0,NEG,0.8125516176223755
5171,5171,"RT @mention &quot;At #SXSW, Apple schools the marketing experts&quot;  {link}",Apple,Positive emotion,RT &quot;At Apple schools the marketing experts&quot; {link},POS,2,NEU,0.7822744250297546
5172,5172,RT @mention &quot;Community is a place where the web is your friend and the app is not.&quot; {link} #sxsw #grauniad,,No emotion toward brand or product,RT &quot;Community is a place where the web is your friend and the app is not.&quot; {link},NEU,1,NEU,0.7281288504600525
5173,5173,RT @mention &quot;credit card companies know with 98% accuracy 2 yrs before that you're going to get divorced&quot;  @mention at #sxsw {link},,No emotion toward brand or product,RT &quot;credit card companies know with 98% accuracy 2 yrs before that you're going to get divorced&quot; at {link},NEU,1,NEG,0.5731334090232849
5174,5174,RT @mention &quot;Everyone here already has one.&quot; is not anti-theft protection when you leave your laptop or iPad to go get your latte. #sxsw @mention,,No emotion toward brand or product,RT &quot;Everyone here already has one.&quot; is not anti-theft protection when you leave your laptop or iPad to go get your latte.,NEU,1,NEG,0.5301687717437744
5175,5175,"RT @mention &quot;Google &quot;product gatekeeper&quot; Marissa Mayer on the location-based &quot;fast, fun and future&quot; {link} (HT @mention #SXSW&quot;",,No emotion toward brand or product,"RT &quot;Google &quot;product gatekeeper&quot; Marissa Mayer on the location-based &quot;fast, fun and future&quot; {link} (HT",NEU,1,POS,0.9132281541824341
5176,5176,RT @mention &quot;Google before you tweet is the new think before you speak&quot; -- Belinsky of Digital Democracy #sxsw /via @mention,,No emotion toward brand or product,RT &quot;Google before you tweet is the new think before you speak&quot; -- Belinsky of Digital Democracy /via,NEU,1,NEU,0.926406979560852
5177,5177,RT @mention &quot;Google before you tweet is the new think before you speak&quot; -- Belinsky of Digital Democracy #sxsw #911tweets,Google,Positive emotion,RT &quot;Google before you tweet is the new think before you speak&quot; -- Belinsky of Digital Democracy,POS,2,NEU,0.9237920045852661
5178,5178,"RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky,  #SXSW.",,No emotion toward brand or product,"RT &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky,",NEU,1,NEU,0.9006808996200562
5179,5179,"RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",Google,Positive emotion,"RT &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, panel at",POS,2,NEU,0.8914190530776978
5180,5180,"RT @mention &quot;Google looks for technical solutions, which why they're not great at community because it's a human solution.&quot; #SXSW",Google,Negative emotion,"RT &quot;Google looks for technical solutions, which why they're not great at community because it's a human solution.&quot;",NEG,0,NEU,0.8528977036476135
5181,5181,RT @mention &quot;Google maps: Route around traffic is saving our user 2 years every day.&quot; Marissa Mayer #sxsw,Other Google product or service,Positive emotion,RT &quot;Google maps: Route around traffic is saving our user 2 years every day.&quot; Marissa Mayer,POS,2,POS,0.8462081551551819
5182,5182,RT @mention &quot;I believe in God because there is no other explanation for Apple's continued existence.&quot; Guy Kawasaki #enchantment #sxsw,Apple,Negative emotion,RT &quot;I believe in God because there is no other explanation for Apple's continued existence.&quot; Guy Kawasaki,NEG,0,POS,0.8900066614151001
5183,5183,RT @mention &quot;I'm just learning all of these things from the screen.&quot; A 4-year old's explanation of how she instantly knew how to use an iPad. #sxsw,iPad,Positive emotion,RT &quot;I'm just learning all of these things from the screen.&quot; A 4-year old's explanation of how she instantly knew how to use an iPad.,POS,2,NEU,0.9236200451850891
5184,5184,"RT @mention &quot;IAVA wants to be the Google of nonprofits.&quot; / yes, we do b/c our #vets deserve nothing less! #sxsw #letshookup",Google,No emotion toward brand or product,"RT &quot;IAVA wants to be the Google of nonprofits.&quot; / yes, we do b/c our deserve nothing less!",NEU,1,NEU,0.6564642190933228
5185,5185,"RT @mention &quot;If there's one thing SXSW is good for, it's flash mobs and hive-think.&quot; Apple Wins. Again. @mention #sxsw #ipad2 {link}",Apple,Positive emotion,"RT &quot;If there's one thing SXSW is good for, it's flash mobs and hive-think.&quot; Apple Wins. Again. {link}",POS,2,POS,0.9712168574333191
5186,5186,RT @mention &quot;it's not about affirmative action; having women on product team [at Google] literally made the product better&quot; #SXSW #nptech,Google,Positive emotion,RT &quot;it's not about affirmative action; having women on product team [at Google] literally made the product better&quot;,POS,2,POS,0.9696188569068909
5187,5187,RT @mention &quot;it's not about affirmative action; having women on the product team [at Google] literally made the product better&quot; @mention #SXSW,Google,Positive emotion,RT &quot;it's not about affirmative action; having women on the product team [at Google] literally made the product better&quot;,POS,2,POS,0.9706215262413025
5188,5188,"RT @mention &quot;multiple approaches to monetization&quot; re: iPhone game dev &quot;but ads would cheapen our product&quot; ok, good luck with that #sxsw",iPad or iPhone App,Negative emotion,"RT &quot;multiple approaches to monetization&quot; re: iPhone game dev &quot;but ads would cheapen our product&quot; ok, good luck with that",NEG,0,NEU,0.7937299013137817
5189,5189,RT @mention &quot;my kids will not grow up thinking the New York Times and Google are in separate industries&quot; @mention #bvj #SXSW,,No emotion toward brand or product,RT &quot;my kids will not grow up thinking the New York Times and Google are in separate industries&quot;,NEU,1,NEG,0.6394487619400024
5190,5190,RT @mention &quot;She's the iPad DJ working the Etsy party.&quot; #realtalk #sxsw,,Positive emotion,RT &quot;She's the iPad DJ working the Etsy party.&quot;,POS,2,NEU,0.8452127575874329
5191,5191,RT @mention &quot;So if you Google &quot;refrigerator magnet game...&quot; // *everyone at the #SXSW keynote stops listening and does it*,Other Google product or service,Positive emotion,RT &quot;So if you Google &quot;refrigerator magnet game...&quot; // *everyone at the keynote stops listening and does it*,POS,2,NEU,0.7549383044242859
5192,5192,RT @mention &quot;the future of local is contextual discovery.&quot; Google's Marissa Mayer argues 'where' is exceptionally valuable for any type of search. #SXSW,Google,Positive emotion,RT &quot;the future of local is contextual discovery.&quot; Google's Marissa Mayer argues 'where' is exceptionally valuable for any type of search.,POS,2,POS,0.5221444368362427
5193,5193,RT @mention &quot;the future of local is contextual discovery&quot; Google's Mayer argues 'where' is exceptionally valuable for any search #SXSW,,No emotion toward brand or product,RT &quot;the future of local is contextual discovery&quot; Google's Mayer argues 'where' is exceptionally valuable for any search,NEU,1,POS,0.669098436832428
5194,5194,RT @mention &quot;The Google name was built on getting things out there and trying them out.&quot; -Marissa Mayer #sxsw frm @mention,Google,Positive emotion,RT &quot;The Google name was built on getting things out there and trying them out.&quot; -Marissa Mayer frm,POS,2,NEU,0.8118607401847839
5195,5195,RT @mention &quot;The mobile phone is the cursor that connects the physical and digital world&quot; Google's Marissa Mayer #sxsw,,No emotion toward brand or product,RT &quot;The mobile phone is the cursor that connects the physical and digital world&quot; Google's Marissa Mayer,NEU,1,NEU,0.6351491808891296
5196,5196,RT @mention &quot;the only explanation for the continued success of Apple is the existence of God.&quot; @mention #enchantment #sxsw,Apple,Positive emotion,RT &quot;the only explanation for the continued success of Apple is the existence of God.&quot;,POS,2,POS,0.8338687419891357
5197,5197,RT @mention &quot;There is no other explanation for Apple's continued survival than the existence of God&quot; #GuyKawasaki #sxsw,Apple,Positive emotion,RT &quot;There is no other explanation for Apple's continued survival than the existence of God&quot;,POS,2,NEU,0.924856424331665
5198,5198,RT @mention &quot;There's a reason why Google isn't in social -- they are too technical.&quot; #sxsw #comments,Google,Negative emotion,RT &quot;There's a reason why Google isn't in social -- they are too technical.&quot;,NEG,0,NEG,0.9650731682777405
5199,5199,"RT @mention &quot;Transparency, choice and control are what define Google products.&quot; -Mayer. Thereby defining the Google brand with the same values #SXSW",Google,Positive emotion,"RT &quot;Transparency, choice and control are what define Google products.&quot; -Mayer. Thereby defining the Google brand with the same values",POS,2,NEU,0.8476213216781616
5200,5200,"RT @mention &quot;we do not want your undivided attention, so please take out your mobile phones and iPad 2s&quot; - @mention  #SXSW #LeanStartup",,No emotion toward brand or product,"RT &quot;we do not want your undivided attention, so please take out your mobile phones and iPad 2s&quot; -",NEU,1,NEG,0.6233034133911133
5201,5201,RT @mention &quot;You can Google Canadian Tuxedo and lose yourself for hours&quot; #sxsw,,No emotion toward brand or product,RT &quot;You can Google Canadian Tuxedo and lose yourself for hours&quot;,NEU,1,NEG,0.8653514385223389
5202,5202,RT @mention #android app Bizzy challenges us to &quot;Check Out&quot; #Sxsw {link},,No emotion toward brand or product,RT app Bizzy challenges us to &quot;Check Out&quot; {link},NEU,1,NEU,0.9622412919998169
5203,5203,RT @mention #Android App Review: #SXSW Go. | {link} pls ª¼,,No emotion toward brand or product,RT App Review: Go. | {link} pls ª¼,NEU,1,NEU,0.9820680022239685
5204,5204,RT @mention #Apple and #HP are 'popping in' for #SXSW; both setting up temp sites: {link} #Austin #Atx #Austinbusiness,,No emotion toward brand or product,RT and are 'popping in' for both setting up temp sites: {link},NEU,1,NEU,0.9772732853889465
5205,5205,RT @mention #Apple finagles way to earn brand awareness at #SXSW: {link} #harhar,,No emotion toward brand or product,RT finagles way to earn brand awareness at {link},NEU,1,NEU,0.8487393856048584
5206,5206,RT @mention #Apple guys screaming and running by line to open the shop #austin #sxsw #ipad2 #crazyco {link},,No emotion toward brand or product,RT guys screaming and running by line to open the shop {link},NEU,1,NEG,0.9550836086273193
5207,5207,"RT @mention #Apple heads to SXSW, sets up temporary store in #Austin {link} #news #sxsw - Bastards bringing the temptation",,No emotion toward brand or product,"RT heads to SXSW, sets up temporary store in {link} - Bastards bringing the temptation",NEU,1,NEG,0.9715670347213745
5208,5208,"RT @mention #Apple is setting up a pop-up store in downtown Austin (to sell bajillions of iPad2s to #sxsw attendees, of course!) {link}",iPad,Positive emotion,"RT is setting up a pop-up store in downtown Austin (to sell bajillions of iPad2s to attendees, of course!) {link}",POS,2,NEU,0.5500657558441162
5209,5209,RT @mention #Apple opening a popup shop in downtown Austin for #SXSW  {link} RT @mention @mention,,No emotion toward brand or product,RT opening a popup shop in downtown Austin for {link} RT,NEU,1,NEU,0.9743748307228088
5210,5210,RT @mention #Apple pop up store at #sxsw selling the new iPad. {link},,No emotion toward brand or product,RT pop up store at selling the new iPad. {link},NEU,1,NEU,0.7334665656089783
5211,5211,RT @mention #Apple Pop-Up Store Selling #iPad2 At #SXSW {link} via @mention #Tech #Retail,Apple,Positive emotion,RT Pop-Up Store Selling At {link} via,POS,2,NEU,0.9475253820419312
5212,5212,"RT @mention #Apple saves #SXSW, set to open pop-up store {link}",,Positive emotion,RT saves set to open pop-up store {link},POS,2,NEU,0.9231594800949097
5213,5213,RT @mention #Apple set to open popup shop in core of #SXSW action {link} via @mention,,No emotion toward brand or product,RT set to open popup shop in core of action {link} via,NEU,1,NEU,0.9642251133918762
5214,5214,RT @mention #Apple setting up pop-up store Austin (to sell bajillions of iPad2s to #sxsw attendees) {link} [brilliant],iPad,Positive emotion,RT setting up pop-up store Austin (to sell bajillions of iPad2s to attendees) {link} [brilliant],POS,2,POS,0.5845634341239929
5215,5215,RT @mention #Apple to Hawk iPad 2 at #SXSW Festival Popup Store!  {link}  by @mention,Apple,Positive emotion,RT to Hawk iPad 2 at Festival Popup Store! {link} by,POS,2,POS,0.8578903675079346
5216,5216,RT @mention #Apple to open pop up store at #SXSW in time for #ipad2 sales {link},,No emotion toward brand or product,RT to open pop up store at in time for sales {link},NEU,1,NEU,0.9491397142410278
5217,5217,RT @mention #Apple to Open Pop-Up Shop at #SXSW {link} via @mention,,No emotion toward brand or product,RT to Open Pop-Up Shop at {link} via,NEU,1,NEU,0.9475167989730835
5218,5218,RT @mention #austinites #sxsw and check it out on #iphone {link},,No emotion toward brand or product,RT and check it out on {link},NEU,1,NEU,0.9712754487991333
5219,5219,"RT @mention #Awesome @mention &amp; @mention on ranking: There are no normal results, quit ranking. Page views, unique visitors - these analytics matter #sxsw",,No emotion toward brand or product,"RT &amp; on ranking: There are no normal results, quit ranking. Page views, unique visitors - these analytics matter",NEU,1,NEU,0.6012455821037292
5220,5220,"RT @mention #bettersearch #sxsw Google Hotpot--looks like a streamlined Yelp. Not as in-depth, though. Wondering if there is any game theory built in.",,No emotion toward brand or product,"RT Google Hotpot--looks like a streamlined Yelp. Not as in-depth, though. Wondering if there is any game theory built in.",NEU,1,NEU,0.8732290863990784
5221,5221,"RT @mention #blackberry users must feel like such losers here at #sxsw. clearly. #iphone crowd, baby.",iPhone,Positive emotion,"RT users must feel like such losers here at clearly. crowd, baby.",POS,2,NEG,0.9837236404418945
5223,5223,RT @mention #fsw #sxsw for those of you who wanted to know about the spec for parsing Ajax Links {link},,No emotion toward brand or product,RT for those of you who wanted to know about the spec for parsing Ajax Links {link},NEU,1,NEU,0.9714030027389526
5224,5224,"RT @mention #futuremf @mention {link} spec for recipes on the web, now in google search: {link}  #sxsw",,No emotion toward brand or product,"RT {link} spec for recipes on the web, now in google search: {link}",NEU,1,NEU,0.9127963781356812
5225,5225,RT @mention #futuremf Trajan: Google has destroyed the &lt;title&gt; tag - websites SEO them. Open Graph Protocol added a clean title tag instead #sxsw,Google,Negative emotion,RT Trajan: Google has destroyed the &lt;title&gt; tag - websites SEO them. Open Graph Protocol added a clean title tag instead,NEG,0,NEU,0.5855593085289001
5226,5226,RT @mention #Google #Circles.. Google's latest Social venture Google Circles reportedly won't be launched at #SXSW today - {link},,No emotion toward brand or product,RT Google's latest Social venture Google Circles reportedly won't be launched at today - {link},NEU,1,NEU,0.9604776501655579
5227,5227,RT @mention #Google Circles &amp; crop circles: the anatomy of a #SXSW rumor -{link} by @mention,,No emotion toward brand or product,RT Circles &amp; crop circles: the anatomy of a rumor -{link} by,NEU,1,NEU,0.9792730808258057
5228,5228,"RT @mention #Google could launch a 'major' new social network called Circles, possibly today: {link} #SXSW Remake of Wave?",,No emotion toward brand or product,"RT could launch a 'major' new social network called Circles, possibly today: {link} Remake of Wave?",NEU,1,NEU,0.9315239787101746
5229,5229,RT @mention #Google denies rumors about launching #Circles at #SXSW {link},,No emotion toward brand or product,RT denies rumors about launching at {link},NEU,1,NEU,0.8923379778862
5230,5230,RT @mention #google the future is &quot;the power of here&quot; paired with augmented reality and contextual reality #pnid #SxSW,,No emotion toward brand or product,RT the future is &quot;the power of here&quot; paired with augmented reality and contextual reality,NEU,1,POS,0.7918291687965393
5231,5231,"RT @mention #Google to launch major new social network called #Circles, possibly today {link} #sxsw",,No emotion toward brand or product,RT to launch major new social network called possibly today {link},NEU,1,NEU,0.9205762147903442
5232,5232,"RT @mention #Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw @mention",,No emotion toward brand or product,"RT to Launch Major New Social Network Called Circles, Possibly Today {link}",NEU,1,NEU,0.9354757070541382
5233,5233,RT @mention #Google Will Connect the #Digital &amp; Physical Worlds Through #Mobile {link} via @mention  #sxsw,,No emotion toward brand or product,RT Will Connect the &amp; Physical Worlds Through {link} via,NEU,1,NEU,0.8411889672279358
5234,5234,"RT @mention #Google's #Mobile Future, and the Elusive 'Power of Here' - {link} (via @mention #eurorscg #sxsw #sxswi",,No emotion toward brand or product,"RT Future, and the Elusive 'Power of Here' - {link} (via",NEU,1,NEU,0.9126265645027161
5235,5235,RT @mention #GSDM &amp; #Google The Industry Party for #SXSW is on. And @mention is in the house.,,No emotion toward brand or product,RT &amp; The Industry Party for is on. And is in the house.,NEU,1,NEU,0.6635212898254395
5236,5236,RT @mention #hashable is rocking @mention #SXSW the new &quot;cloud&quot; of Business Cards. No for #iPhone and #Android too,,No emotion toward brand or product,RT is rocking the new &quot;cloud&quot; of Business Cards. No for and too,NEU,1,POS,0.8809331059455872
5237,5237,RT @mention #iPad design tip: if it looks like a physical object ppl will interact with it like itÛªs one&quot; #sxsw #tapworthy #gsdm,iPad,Positive emotion,RT design tip: if it looks like a physical object ppl will interact with it like itÛªs one&quot;,POS,2,NEU,0.9742674231529236
5238,5238,"RT @mention #iPad Lounge: Recharge, coffee, H2O, iPad Art Show-free, daily for #sxsw 106 E 8th at Congress åÇ Austin Details {link}",iPad,Positive emotion,"RT Lounge: Recharge, coffee, H2O, iPad Art Show-free, daily for 106 E 8th at Congress åÇ Austin Details {link}",POS,2,NEU,0.7594605088233948
5239,5239,RT @mention #iPad2 Live Unboxing In Front Of The #SXSW Apple Store [VIDEO] {link},,No emotion toward brand or product,RT Live Unboxing In Front Of The Apple Store [VIDEO] {link},NEU,1,NEU,0.7590489387512207
5240,5240,RT @mention #iPad2 Unboxing Outside the #SXSW #Apple Store {link},,Positive emotion,RT Unboxing Outside the Store {link},POS,2,NEU,0.9739587306976318
5241,5241,RT @mention #killing #sxsw &quot;you can google a canadian tuxedo and lose yourself for hours&quot;,,Positive emotion,RT &quot;you can google a canadian tuxedo and lose yourself for hours&quot;,POS,2,NEG,0.9040170907974243
5242,5242,"RT @mention #LolShow Podcast w/ @mention @mention @mention on Android security, #SXSW, #DickBar, IE6, &amp; iPad2 {link}",,No emotion toward brand or product,"RT Podcast w/ on Android security, IE6, &amp; iPad2 {link}",NEU,1,NEU,0.5700562000274658
5243,5243,RT @mention #NFC technology:  Google's testing using stickers in store windows that you can tap to get info. #sxsw,,No emotion toward brand or product,RT technology: Google's testing using stickers in store windows that you can tap to get info.,NEU,1,NEU,0.8749911785125732
5244,5244,RT @mention #playhopskoch is in the apple app store (as well as the android market) getting ready to rock #sxsw,iPad or iPhone App,Positive emotion,RT is in the apple app store (as well as the android market) getting ready to rock,POS,2,POS,0.9483146071434021
5245,5245,RT @mention #protip don't show your google analytics page in a #sxsw presentation,,No emotion toward brand or product,RT don't show your google analytics page in a presentation,NEU,1,NEG,0.634397566318512
5246,5246,RT @mention #pubcamp #kirkus #sxsw   download Qrank on your ipad/iphone before you come to pubcamp sxsw 2011 - prizes!,,No emotion toward brand or product,RT download Qrank on your ipad/iphone before you come to pubcamp sxsw 2011 - prizes!,NEU,1,NEU,0.5720558762550354
5247,5247,"RT @mention #qagb #sxsw Timely! RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}",Google,Positive emotion,"RT Timely! RT Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}",POS,2,POS,0.8362273573875427
5248,5248,RT @mention #Samsung Galaxy S II shows up in the woods of the #Teamandroid #SXSW event more here: {link},,No emotion toward brand or product,RT Galaxy S II shows up in the woods of the event more here: {link},NEU,1,NEU,0.9259565472602844
5249,5249,"RT @mention #Samsung, #Sony follow #Apple, #HP lead @mention {link} #Austin #atx #SXSW",,No emotion toward brand or product,RT follow lead {link},NEU,1,NEU,0.9671492576599121
