,index,tweet_text,emotion_in_tweet_is_directed_at,label,alt_label,class,pred_label,pred_scores
3820,3820,"I won an iPad at #SXSW! Nah I'm lying, I bought this shit myself :( {link}",,No emotion toward brand or product,NEU,1,POS,0.5736182928085327
3821,3821,Left the ipad back at the hotel...only one here on a blackberry #bigmistake #SXSW,,No emotion toward brand or product,NEU,1,NEG,0.877509593963623
3822,3822,Using an IPad for a set list #SXSW band,iPad,Positive emotion,POS,2,NEU,0.8440070748329163
3823,3823,Using an IPad for a set list! #SXSW band,iPad,Positive emotion,POS,2,POS,0.5202916860580444
3824,3824,"Who said IPAD photos? Apple Store, #SXSW @mention @mention @mention @mention}",,No emotion toward brand or product,NEU,1,NEU,0.7850448489189148
3825,3825,Apple's #iPad pop-up shop at #SXSW {link},,No emotion toward brand or product,NEU,1,NEU,0.5438951849937439
3826,3826,Who said iPad? at Apple Store #SXSW photos by  @mention @mention @mention @mention @sheltongreen @EricSchu_Ras  {link},,No emotion toward brand or product,NEU,1,NEU,0.6701606512069702
3827,3827,"What? no iPad? RT @mention Decision not 2 lug laptop 2 #Sxsw I feel like I'm missing my right arm. Or left arm, since I'm a southpaw",iPad,Positive emotion,POS,2,NEG,0.7850254774093628
3828,3828,Line for ipad2 at temporary Apple store @mention 6th &amp; congress #sxsw {link},,No emotion toward brand or product,NEU,1,NEU,0.594973087310791
3829,3829,How many iPad2's do you think Apple could sell to sxsw attendees if they set up a pop-up store at the convention center? #sxsw,,Positive emotion,POS,2,NEU,0.5231819152832031
3830,3830,Line for iPads at #SXSW. Doesn't look too bad! (I waited 6.5 hours for an iPhone 4).,iPad,Positive emotion,POS,2,POS,0.9687157869338989
3831,3831,Line for iPads at #SXSW. Doesn't look too bad! (I waited 6.5 hours for an iPhone 4). {link},,No emotion toward brand or product,NEU,1,POS,0.9715709686279297
3832,3832,@mention iPhone + Android has to be 75-80% #SXSW,,No emotion toward brand or product,NEU,1,NEU,0.7148582935333252
3833,3833,@mention iPhone app = awesome! Lineup = amazing! Really looking forward to hanging out with you guys at #SXSW for @mention,iPad or iPhone App,Positive emotion,POS,2,POS,0.9927593469619751
3834,3834,"@mention iPhone app is leading the pack, but android (blue) users #s are growing #sxswmobileapps #sxsw {link}",iPad or iPhone App,Positive emotion,POS,2,POS,0.8289122581481934
3835,3835,"Breaking iPhone news Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues {link}",,No emotion toward brand or product,NEU,1,NEG,0.5419630408287048
3836,3836,Get your iPhone photography app ready at #SXSW. Watch a demo what we about to make with you &amp; everyone else's photos: {link},,No emotion toward brand or product,NEU,1,POS,0.8002877235412598
3837,3837,My #sxsw iPhone screen.,,No emotion toward brand or product,NEU,1,NEU,0.5061169266700745
3838,3838,Fuck the iphone! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW ... {link},iPhone,Negative emotion,NEG,0,NEU,0.5660931468009949
3839,3839,awesome: iphones etc on at&amp;t and wifi frozen at #sxsw but  #tmobile teathering on my Android G2 works like a charm,Android,Positive emotion,POS,2,NEU,0.6684885025024414
3840,3840,"Chips, chips &amp; more chips; appears to be the official meal of #SXSW &amp; what I've lived on for 4 days (tons of Miller Light &amp; iPhone apps too)",,No emotion toward brand or product,NEU,1,POS,0.7140765190124512
3841,3841,#Google Circles - the search engine's social network to be released soon? #SXSW seem to think so. My blog: {link} #socialmedia,,No emotion toward brand or product,NEU,1,NEU,0.7283141613006592
3842,3842,#Google Circles &amp; crop circles: the anatomy of a #SXSW rumor -{link} by @mention,,No emotion toward brand or product,NEU,1,NEU,0.9277910590171814
3843,3843,most inspiring and down to heart session about iphone app design so far! Thanks @mention #sxsw,iPad or iPhone App,Positive emotion,POS,2,POS,0.9911584258079529
3844,3844,Some inspiring stories coming out of #SXSW RT @mention @mention &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;,,No emotion toward brand or product,NEU,1,POS,0.9782288670539856
3845,3845,AKQA is hiring. Find me up front after Designing iPad Interfaces - New Navigation Schemas in Ballroom A. #sxsw,,No emotion toward brand or product,NEU,1,NEU,0.6321713328361511
3846,3846,C9: The First Cut {link} [codes valid: 8:00-11:59:59a 03/12/11] #infektd #sxsw #cvdc,,No emotion toward brand or product,NEU,1,NEU,0.9625205397605896
3847,3847,Ha! The first guy in line for #ipad2 at #sxsw &quot;pop-up&quot; Apple store was an event planner #eventprofs,,No emotion toward brand or product,NEU,1,POS,0.8869268894195557
3848,3848,Hoping this &quot;photobooth&quot; makes it to the #Google #gsdm Industry Party with @mention on Monday night. #sxsw,,No emotion toward brand or product,NEU,1,POS,0.9097490906715393
3849,3849,@mention is #android app known battery killer? #sxsw,,No emotion toward brand or product,NEU,1,NEU,0.6882884502410889
3850,3850,@mention is about to talk about the mistakes he made building Netflix for the iPhone. #SXSW #netflixiphone,iPad or iPhone App,Negative emotion,NEG,0,NEG,0.7199953198432922
3851,3851,The line is already forming at the temp Austin Apple store...and it doesn't open until 5. #sxsw #insanity,,No emotion toward brand or product,NEU,1,NEU,0.7543745636940002
3852,3852,@mention is an out-of-town douchebag selling his new ipad 2 above sticker price. {link} #sxsw,,No emotion toward brand or product,NEU,1,NEG,0.980826735496521
3853,3853,Go get this app @mention fast :) RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW,iPad or iPhone App,Positive emotion,POS,2,POS,0.9649519324302673
3854,3854,"#SXSW GO is available on 5 platforms - iPhone, iPad, Android, Windows Phone 7, and Blackberry.  Download it at {link}",,No emotion toward brand or product,NEU,1,POS,0.578376054763794
3856,3856,So #SXSW is cool. I strike up a conversation with a bloke who happens to work for The Guardian &amp; a few hours later... {link},,No emotion toward brand or product,NEU,1,POS,0.8367424011230469
3857,3857,"@mention is currently at #SXSW - learning stuff about iPad design, it would seem: {link}",,No emotion toward brand or product,NEU,1,POS,0.8407467603683472
3858,3858,Who else is excited for #SXSW and the possibility of Google Circles? Is anybody in Austin who can give us an update? $GOOG,Other Google product or service,Positive emotion,POS,2,POS,0.9729476571083069
3859,3859,"@mention is here at The Industry Party presented by  #GSDM &amp; #Google in Austin, TX for #SXSW.",,No emotion toward brand or product,NEU,1,NEU,0.550356388092041
3860,3860,{link} This is insane... Even more of a reason to go to SXSW #SXSW #Appletogo,,Positive emotion,POS,2,POS,0.5747275948524475
3861,3861,"Bad news is it costs $1,000? RT @mention Louis Vuitton has an iPhone app. Called Amble #digitalluxury #sxsw",,Negative emotion,NEG,0,NEG,0.9226541519165039
3862,3862,Z9: What is it? {link} [codes valid: 8:00-11:59:59a 03/12/11] #infektd #sxsw #zlf,,No emotion toward brand or product,NEU,1,NEU,0.9460759162902832
3863,3863,Quantter is launching an iPhone app soon. We're participating in the LaunchRock comp at #sxsw {link},,No emotion toward brand or product,NEU,1,POS,0.6522098183631897
3864,3864,@mention is looking a lot better on the iPhone now. Good to see the occasional tweet from #SXSW too,iPhone,Positive emotion,POS,2,POS,0.9653596878051758
3865,3865,"My row this morning two people hand writing notes, one person on a Blackberry and me on a #pc - proof Apple isn't a monopoly at #sxsw",Apple,Negative emotion,NEG,0,POS,0.5741155743598938
3866,3866,@mention is my favorite iphone app at the moment-it makes me feel creative!  I'm planning on using it at #SXSW! {link},iPad or iPhone App,Positive emotion,POS,2,POS,0.9921097159385681
3867,3867,#Discovr is now available on iPhone. Thanks #SXSW!,iPad or iPhone App,Positive emotion,POS,2,POS,0.970541775226593
3868,3868,iPad 2 - is now available for online ordering. Go get urs. :-) #Sxsw,iPad,Positive emotion,POS,2,POS,0.979743480682373
3869,3869,@mention is now the Geek Charlie Sheen with his goddesses @mention @mention @mention #google #SXSW (via @PeterApokotos),,No emotion toward brand or product,NEU,1,NEU,0.8787287473678589
3870,3870,This kid is ready for #SXSW.  Backpack and iPad... What more does one need?  &quot;Come on mommy let's go to Austin!&quot;,iPad,Positive emotion,POS,2,POS,0.9709455370903015
3871,3871,@mention is right next to @mention on the #SXSW trade show floor! {link},,No emotion toward brand or product,NEU,1,POS,0.5835248231887817
3872,3872,@mention is setting up for the Team Android event at #SXSW,,No emotion toward brand or product,NEU,1,NEU,0.7006840109825134
3873,3873,Thinking is still good though :) RT @mention &quot;Google before you tweet is the new think before you speak&quot; -- Belinsky #sxsw /via @mention,,No emotion toward brand or product,NEU,1,POS,0.8615879416465759
3874,3874,"@mention is talking about how mobile phones, Google Earth, FB is empowering people to fight back against Middle East dictators... #SXSW",,Positive emotion,POS,2,POS,0.697880208492279
3875,3875,@mention is that #google circles rumour ???  @mention says We're not launching any products at #SXSW,,No emotion toward brand or product,NEU,1,NEU,0.5359682440757751
3876,3876,"@mention is that u? &quot;Google to Launch Major New Social Network Called Circles, Possibly Today&quot; {link} #sxsw",,No emotion toward brand or product,NEU,1,NEU,0.6417476534843445
3877,3877,"The iPad is the device of the moment, wireless power is the next essential technology, and the API is king. #sxsw",iPad,Positive emotion,POS,2,POS,0.7756436467170715
3878,3878,How long is the line at the #SXSW Apple Store downtown?,,No emotion toward brand or product,NEU,1,NEU,0.8045781254768372
3879,3879,How long is the line at the apple store? #SXSW,,No emotion toward brand or product,NEU,1,NEU,0.7762695550918579
3880,3880,@mention Is there already a line for the iPad 2's that just arrived? #SXSW,,No emotion toward brand or product,NEU,1,NEU,0.5452632904052734
3881,3881,So where is this temporary apple store setup? #sxsw,,No emotion toward brand or product,NEU,1,NEU,0.9109121561050415
3882,3882,How Cool is this! #Apple opening a temporary store for the #iPad2 launch and #SXSW {link},Apple,Positive emotion,POS,2,POS,0.9844679236412048
3883,3883,"@mention is working on an tablet/iPad app! No demo yet, but they are excited. #sxsw #sxswmobileapps #AccessSXSW",iPad or iPhone App,Positive emotion,POS,2,POS,0.9683811068534851
3884,3884,"Loving this! Hello, Holler Gram for iPad {link} via @mention #SXSW",iPad or iPhone App,Positive emotion,POS,2,POS,0.9869585633277893
3885,3885,#notsurprised lots of Geosocial news today w/ #sxsw beginning - Google fires a shot at Foursquare with check in rewards {link},,No emotion toward brand or product,NEU,1,NEU,0.8511791229248047
3886,3886,I'm surprised the local news in Austin hasn't mentioned the traffic implications of the Apple pop-up store that launches today at #SXSW.,Apple,No emotion toward brand or product,NEU,1,NEU,0.8203664422035217
3887,3887,Many publishers' iPad content enhancements are like th worst David Foster Wallace footnotes- kinda interesting but mostly irrelevant. #sxsw,iPad or iPhone App,Negative emotion,NEG,0,NEG,0.9561861753463745
3888,3888,"The fiendishly clever pop up Apple Store, now selling iPad 2s! #sxsw @mention Apple Store, SXSW {link} #photo",iPad,Positive emotion,POS,2,POS,0.9843032360076904
3889,3889,iPhone crisis at #sxsw Phone is stuck on silver logo screen. Has been for last 15 minutes. Help?,iPhone,Negative emotion,NEG,0,NEG,0.9802327156066895
3890,3890,Playing Risk on iPad at Microsoft booth while rep talks with BBC reporter about Kinect and trans-device connectivity... #SXSW,,No emotion toward brand or product,NEU,1,NEU,0.6462942361831665
3891,3891,"Did you miss Google's VP of Search, Marissa Mayer last week? Listen to the interview here  {link} #SXSW",,No emotion toward brand or product,NEU,1,NEU,0.7089852094650269
3892,3892,Loved Marissa Mayer's answer to question about her favorite not Google product: 1. another Amy's Ice Cream ref. And 2. her Swiss watch #SXSW,,No emotion toward brand or product,NEU,1,POS,0.9564962387084961
3893,3893,#sxsw - Missed Marissa Mayer @mention yesterday - is presentation available anywhere? Not sure if was streamed.,,No emotion toward brand or product,NEU,1,NEU,0.6381155848503113
3895,3895,Must. Resist. Buying a iPad2 @mention #SXSW. Really want a #notionink #adam instead... but apple have a store for the launch in #SXSW :/,iPad,Positive emotion,POS,2,NEU,0.5857880711555481
3896,3896,Someone mistakenly walked off with my iPad from the #pepsicostage. @mention the screen looks like this. #SXSW {link},,No emotion toward brand or product,NEU,1,NEU,0.5772640109062195
3897,3897,"#SXSW : Mistakes Made Building Netflix for iPhone (Plus, How to See Its Source Code!)

 {link}",,No emotion toward brand or product,NEU,1,NEG,0.927134096622467
3898,3898,"#sxsw #twit #geekbeat Free Idea: a hooded snuggie with a tummy pocket for an iPad facing out, so you look like a #TeleTubbie. I'm old",,No emotion toward brand or product,NEU,1,POS,0.7494884729385376
3899,3899,The exhibit hall is open at #SXSW! Visit #EMC for a chance to win an iPad 2! @mention,iPad,Positive emotion,POS,2,POS,0.9648522734642029
3900,3900,"I'd love it if Google said, &quot;Why do you want to know?&quot; #sxsw",,No emotion toward brand or product,NEU,1,POS,0.9611036777496338
3901,3901,Has made it into the press room got the swag and registered for an iPad 2. Hopefully get to meet mike tyson and @mention #sxsw,,No emotion toward brand or product,NEU,1,POS,0.9108085036277771
3902,3902,You know it is #SXSW season when there are 10 app updates whenever you open up the iPhone app store,,No emotion toward brand or product,NEU,1,NEU,0.664635956287384
3903,3903,"@mention it is a good question &amp; for most brands, the answer is probably no! Except apple of course..maybe Netflix too?. #SxSW",Apple,Positive emotion,POS,2,NEU,0.8378157019615173
3904,3904,Both? If it made sense financially I would have both. RT @mention Android vs IPhone at  #SXSW which side are you on?,,No emotion toward brand or product,NEU,1,NEU,0.6059778928756714
3905,3905,@mention It sounds like you were hired by Apple to pitch their products at #SXSW,,No emotion toward brand or product,NEU,1,NEU,0.8787984848022461
3906,3906,Gotta admit this Apple Pop-up shop thing at #sxsw is pretty brilliant. So someone at AAPL knows what they're doing,Apple,Positive emotion,POS,2,POS,0.986503005027771
3907,3907,"I cant wait to give the SAMSUNG people a demo of my horrible, terrible Google Nexus S phone at #sxsw",Google,Negative emotion,NEG,0,NEG,0.9688020348548889
3908,3908,"And now, it won't pull from website to iPhone. Awesome. Glad I wasted that time. #festivalgenius #notsomuch #sxsw",iPhone,Negative emotion,NEG,0,NEG,0.6405526399612427
3909,3909,You said it!  Even better 2 have iPhone w/Verizon! Revenge 4 yrs of ridicule! RT @mention Very glad to be a #verizon customer! #sxsw,iPhone,Positive emotion,POS,2,POS,0.9902828931808472
3910,3910,They did it! Unlisted Apple Store suddenly appears on the corner of 6th &amp; Congress! #apple #iPad #SXSW {link},Apple,Positive emotion,POS,2,POS,0.8981605768203735
3911,3911,@mention It's actually true! Apple is opening up a temporary store in downtown Austin for #SXSW &amp;iPad2 launch {link},,No emotion toward brand or product,NEU,1,POS,0.6461175680160522
3912,3912,You know it's bad with you have to un-RSVP just to see/use your calendar.  #iphone #sxsw #FML,,Negative emotion,NEG,0,NEG,0.9767296314239502
3913,3913,@mention It's crazy here! Loving it. Never seen so many Apple products &amp; thick rimmed glasses in one place. #sxsw,Apple,Positive emotion,POS,2,POS,0.9922472238540649
3914,3914,@mention It's the next step of Google becoming Skynet. #SXSW,Google,Negative emotion,NEG,0,NEU,0.5421603322029114
3915,3915,#sxsw digital innovators the new rock stars like @mention awesome talk. Insight into @mention future #musicconnex,,No emotion toward brand or product,NEU,1,POS,0.9897301197052002
3916,3916,We're excited to be at #sxsw and giddy to announce that Music WithMe for Android is now available in Android Market. {link},Android App,Positive emotion,POS,2,POS,0.9854962229728699
3917,3917,I think literally everyone here has an iPhone. A guy just dropped his iPhone on my foot. #sxsw,,No emotion toward brand or product,NEU,1,NEG,0.7837101221084595
3918,3918,Playing with {link}  New service rolled out at #SXSW  Web or iphone version.  Android and webos?,,No emotion toward brand or product,NEU,1,NEU,0.5258179306983948
3919,3919,Hanging with @mention checking out her awesome new iPhone app Ask Around #SXSW (@mention Six Lounge w/ 10 others) {link},iPad or iPhone App,Positive emotion,POS,2,POS,0.9574064612388611
3920,3920,Hanging with @mention for last night of #SXSW at @mention party. #blast,,No emotion toward brand or product,NEU,1,POS,0.5051034688949585
3922,3922,In line with @mention and Rob ... #apple #iPad2 #sxsw,,No emotion toward brand or product,NEU,1,POS,0.5982787609100342
3923,3923,Q&amp;A with #bing &amp; #google. Let the games begin #qagb #sxsw,,No emotion toward brand or product,NEU,1,POS,0.9108155965805054
3924,3924,Finally with a picture! RT @mention Apple to Open Pop-Up Shop at SXSW [REPORT] - {link} #sxsw,,No emotion toward brand or product,NEU,1,POS,0.8222039341926575
3925,3925,Q&amp;A With Google &amp; Bing On Website Ranking at #SXSW rockstar panel lineup,,No emotion toward brand or product,NEU,1,POS,0.5922114849090576
3926,3926,Q&amp;A With Google's @mention &amp; Bing's @mention On Ranking - my #SXSW session this Mon 12:30pm {link},,No emotion toward brand or product,NEU,1,NEU,0.6540093421936035
3927,3927,"Playing with my fave new iPhone app, @mention Wow, this will rock at #SXSW next week!",iPad or iPhone App,Positive emotion,POS,2,POS,0.9912938475608826
3928,3928,dancing with myself at google 80s party.... ain't that the truth! need my girl @mention up in this joint #SXSW {link},,Positive emotion,POS,2,POS,0.947932779788971
3929,3929,keep up with new on #Japan quake from iPhone at #SXSW - NHK World TV Live  {link},iPhone,Positive emotion,POS,2,NEU,0.9386740326881409
3930,3930,Filming with the iPad is so much cooler than a lame iPhone... #sxsw (at @mention live show)  {link},iPad,Positive emotion,POS,2,POS,0.9511386156082153
3931,3931,Playing with the iPad 2. In black and white. #sxsw {link},iPad,Positive emotion,POS,2,POS,0.5264882445335388
3932,3932,One Day Without Shoes (Thoms Shoes) New App for the iPhone and Android {link} #sxsw,,No emotion toward brand or product,NEU,1,NEU,0.9323669672012329
3933,3933,Mayer admits that Google needs to &quot;consolidate&quot; some of its products ÛÒ namely Latitude and Hotpot ÛÒ into &quot;features of products&quot; #sxsw,,No emotion toward brand or product,NEU,1,NEU,0.8578947186470032
3934,3934,Mayer admits that Google needs to step up one-to-one customer service. Would set an amazing precedent! #sxsw #fh,Google,Positive emotion,POS,2,POS,0.9348189234733582
3935,3935,Maybe a little too excited about seeing the bear-creatures from that iPhone vs Evo video. Er. Priorities: I has them. #sxsw,iPhone,Positive emotion,POS,2,POS,0.9183357954025269
3936,3936,LAX security had a few questions about my suitcase packed entirely with energy drinks and Apple wires. #SXSW #BlowingUp,,No emotion toward brand or product,NEU,1,NEU,0.6194120049476624
3937,3937,Productivity is lost as no hookup to put iPad on the screen. #busy #sxsw,,No emotion toward brand or product,NEU,1,NEG,0.8923871517181396
3938,3938,"My exclusive Apple iPad 2 Review: More of the Same, but Still Better Than the Rest {link} #bnet #biz #ipad2 #apple #sxsw #ipad",iPad,Positive emotion,POS,2,POS,0.884503185749054
3940,3940,I would give my Apple stock to be more like @mention slim. {link} #SXSW,,Positive emotion,POS,2,NEU,0.6192051768302917
3942,3942,the creative process illustrated.  check out the book {link} #sxsw,,No emotion toward brand or product,NEU,1,NEU,0.7953245639801025
3943,3943,I'll be live-tweeting the #SxSW panel &quot;Google's Marissa Mayer presents&quot; starting at 3:30. Follow along using the #SUxSW hashtag!,,No emotion toward brand or product,NEU,1,POS,0.6690502762794495
3944,3944,"They're giving away iPad 2's, x boxes and books at @mention #sxsw #techenvy",iPad,Positive emotion,POS,2,POS,0.8571407794952393
3945,3945,The Netflix iPhone app was built to a &quot;ridiculous deadline&quot;. Big mistake on the tech's part to agree to it #sxsw,iPad or iPhone App,Negative emotion,NEG,0,NEG,0.9687541723251343
3946,3946,Just realized you can really talk to the dog using IPad FaceTime #sxsw,,No emotion toward brand or product,NEU,1,NEU,0.6449695229530334
3947,3947,Just met Jared at the Android meetup #sxsw. Big Android fan!  {link},Android,Positive emotion,POS,2,POS,0.9743791222572327
3948,3948,"That was JC Penney locations in Google Maps... now point to stuff other than stores, guy claims #sxsw",,No emotion toward brand or product,NEU,1,NEU,0.8755988478660583
3949,3949,@mention jealous! I love both apple stores and #sxsw!,Apple,Positive emotion,POS,2,POS,0.7377883195877075
3950,3950,Really enjoying the changes in Gowalla 3.0 for Android! Looking forward to seeing what else they &amp; Foursquare have up their sleeves at #SXSW,Android App,Positive emotion,POS,2,POS,0.9895390868186951
3951,3951,Google's JS implementation of PAC-Man's game logic is really cool to see-really neat that the original game code was recreated in JS #sxsw,Google,Positive emotion,POS,2,POS,0.9641370177268982
3952,3952,"@mention just arrived at the #GSDM &amp; #Google #SXSW Industry Party Austin, TX.",,No emotion toward brand or product,NEU,1,NEU,0.6636013984680176
3953,3953,@mention just blogged our meeting earlier! {link} - thanks for the interesting insight! #SXSW,,No emotion toward brand or product,NEU,1,POS,0.9902958273887634
3954,3954,@mention just checking out the  #iPhone app. Very nice - Check it out at {link} have fun at #sxsw,iPad or iPhone App,Positive emotion,POS,2,POS,0.9893729090690613
3955,3955,@mention Just found out apple is opening a pop-up shop in DT Austin. Hoping I don't have to camp out w @mention #SXSW,,No emotion toward brand or product,NEU,1,POS,0.6620163917541504
3956,3956,@mention just gave a great 15 minute preso on designing for #android! #mccannsxsw #SXSW,Android,Positive emotion,POS,2,POS,0.9830017685890198
3957,3957,@mention just google &quot;Google Circle.&quot; new social network concept originally rumored 2 b released at #sxsw 2 day but now just &quot;soon.&quot;,,No emotion toward brand or product,NEU,1,NEU,0.8904382586479187
3958,3958,@mention just got me an iPad from #SXSW Apple Store.  Thank you SO much!!!!,iPad,Positive emotion,POS,2,POS,0.9922608733177185
3959,3959,@mention Just got my #SXSW Go iphone App! {link},iPad or iPhone App,Positive emotion,POS,2,POS,0.9793699383735657
3960,3960,@mention just saw you at lax I'm heading to #Sxsw  If you or your wife have an iPhone or iPad download my app #Freespeech @mention,iPad or iPhone App,Positive emotion,POS,2,POS,0.6237096786499023
3961,3961,@mention Just started using the Android app. Totally killer service and I think you'll be huge at #SXSW! Hope your servers are ready. ;),Android App,Positive emotion,POS,2,POS,0.9920015335083008
3962,3962,"#SXSW is just starting, #CTIA is around the corner and #googleio is only a hop skip and a jump from there, good time to be an #android fan",Android,Positive emotion,POS,2,POS,0.9780216217041016
3963,3963,@mention Just synced my #iPad2 and full of Apple joy #SXSW ;),iPad,Positive emotion,POS,2,POS,0.9820169806480408
3964,3964,@mention Just won an HTML5 t-shirt from google for saying that EaselJS is my favorite canvas library at #sxsw. Thanks brah!,Google,Positive emotion,POS,2,POS,0.988150954246521
3965,3965,Great link &gt;&gt; RT @mention  WHAT? ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,,No emotion toward brand or product,NEU,1,POS,0.9544969797134399
3966,3966,great talk about the Google Doodles and in the end they hand out printed signed doodles #SXSW  {link},Google,Positive emotion,POS,2,POS,0.9777048826217651
3967,3967,LaunchRock And Vencorps Want To Give $30K To The ÛÏBestÛ Startups #SXSW {link},,No emotion toward brand or product,NEU,1,POS,0.9001865386962891
3968,3968,"Weinschenk at #bankinnovation: next battle for this is going to happen with apple, google, verizon, att. Great point. Totally agree. #sxsw",Google,Positive emotion,POS,2,POS,0.9698987603187561
3969,3969,Get a look at #SXSW's rumored #Apple &quot;pop-up&quot; store in Austin: {link},,No emotion toward brand or product,NEU,1,NEU,0.6155517101287842
3970,3970,Get a look at #SXSW's rumored #Apple &quot;pop-up&quot; store in Austin: {link} via @mention,,No emotion toward brand or product,NEU,1,NEU,0.6431158781051636
3971,3971,Get a look at SXSW's rumored Apple pop-up store {link} #Apple #AppleStore #iPad2 #SXSW,,No emotion toward brand or product,NEU,1,NEU,0.6074951887130737
3972,3972,Get a look at SXSW's rumored Apple pop-up store {link} #sxsw #apple,,No emotion toward brand or product,NEU,1,NEU,0.5844594240188599
3973,3973,32gb black at&amp;t in stock!! Yes!! #SXSW #iPad2 #Austin #apple,iPad,Positive emotion,POS,2,POS,0.9753178954124451
3974,3974,#sxsw talk by @mention on iPad design had great examples and insights picking up my copy of his book now {link},iPad,Positive emotion,POS,2,POS,0.9836462736129761
3975,3975,"Great talk by @mention from @mention about game mechanics. &quot;If u cant make it good, make it red.  If u cant make it red, make it big.&quot; #sxsw",,No emotion toward brand or product,NEU,1,POS,0.9531505107879639
3976,3976,#sxsw look for the blue hair. I've got your free android phone info stickers from @mention #allhat3,,Positive emotion,POS,2,POS,0.8982478976249695
3977,3977,Great talk from @mention on designing good #tapworthy iPad apps. I may actually pick up the book #sxsw,iPad or iPhone App,Positive emotion,POS,2,POS,0.9844080805778503
3978,3978,#Hollrback is being released at #SXSW! iPhone users can grab the app at Hollrback.com @mention,iPad or iPhone App,Positive emotion,POS,2,POS,0.8648478388786316
3979,3979,LaunchRock is launching an iPad in the sky 4 grabs @mention #SXSW! Click 2 find the location! #launch {link} via @mention,,No emotion toward brand or product,NEU,1,POS,0.8364599347114563
3980,3980,LaunchRock is launching iPods iPad in the sky for grabs @mention #SXSW! Join me 2 find the location! #launch {link} via @mention,,No emotion toward brand or product,NEU,1,POS,0.9588582515716553
3981,3981,First talk of the day : iPad design headaches. #SXSW,iPad,Negative emotion,NEG,0,NEU,0.5801039338111877
3982,3982,Sneak peak of the Google exhibit at the #SXSW trade show  {link},,No emotion toward brand or product,NEU,1,NEU,0.6869423389434814
3983,3983,Great talk on using game mechanics to get user engagement @mention from google rocked it. #sxsw,Google,Positive emotion,POS,2,POS,0.9834237098693848
3984,3984,Come check out @mention iPad App demos at #ARM's #SXSWparty on Mon! {link} #SXSW #SXSW2011,,Positive emotion,POS,2,POS,0.8031063675880432
3985,3985,"Tech Check podcast -- #SxSW #Android passes #BlackBerry, a big Twitter #fail! -- {link} by @mention #sxsw #cnn",,Positive emotion,POS,2,NEG,0.8946731686592102
3986,3986,"Tech Check podcast -- South By Southwest, Android passes BlackBerry, a big Twitter fail -- {link} #sxsw #cnn",Android,Positive emotion,POS,2,NEG,0.5036720037460327
3987,3987,"A two-week pop-up #Apple store in downtown Austin, just in time for #SXSW and iPad2. Very cool.",iPad,Positive emotion,POS,2,POS,0.9818111062049866
3988,3988,First book purchased for the new iPad? @mention &quot;Thank You Economy.&quot; Can't wait for him to #crushit this afternoon! #sxsw #tye,iPad,Positive emotion,POS,2,POS,0.9902083873748779
3989,3989,C23: Check the Head  {link} [codes valid: 12:00-3:59:59p 03/13/11] #infektd #sxsw #cvdc,,No emotion toward brand or product,NEU,1,NEU,0.9603720903396606
3990,3990,Josh Clark:  I hate the iPad's back button with the heat of a million suns.  #tapworthy #SXSW,iPad,Negative emotion,NEG,0,NEG,0.9127680063247681
3991,3991,Josh Clark's (@mention iPad UI talk is fabulous. Full of objective critiques and insightful suggestions. {link} #sxsw,iPad,Positive emotion,POS,2,POS,0.9791998267173767
3992,3992,Join {link} and starting tonight the person with the most friends in their city by end of #SXSW Festival wins an iPad 2!!!,,No emotion toward brand or product,NEU,1,POS,0.9675807952880859
3993,3993,Join {link} Most friends in ur city @mention end of #SXSW wins an iPad 2! C'mon @mention Help our @mention chng the world!,iPad,Positive emotion,POS,2,POS,0.9718814492225647
3994,3994,The hannukah miracle of the morning: uncharged iPhone still at 55% battery #sxsw,iPhone,Positive emotion,POS,2,POS,0.909555971622467
3995,3995,Google take 3. Google Circles may be announced today at #SXSW. Their third try at #SocialNetworking. {link},,No emotion toward brand or product,NEU,1,POS,0.5374831557273865
3996,3996,I feel like a Badass. @mention gave me a free drink. #SXSW,,No emotion toward brand or product,NEU,1,POS,0.9906852841377258
3997,3997,sounds like a job for #sxsw RT @mention Some detail about the new Bomb It iPhone App would love some early adopters! {link},iPad or iPhone App,Positive emotion,POS,2,POS,0.9487958550453186
3998,3998,sounds like a job for #sxsw Some detail about the new Bomb It iPhone App would love some early ado... {link},iPad or iPhone App,Positive emotion,POS,2,POS,0.8833228349685669
3999,3999,Sounds like Buzz rebranded w/an inner circle  RT @mention Google to Launch New Social Network: &quot;Circles&quot; {link} #sxsw,Google,Positive emotion,POS,2,NEU,0.813418447971344
4000,4000,I feel like Harry in #dumbanddumber in this #SXSW panel with all these google peeps #understandinghumans,,No emotion toward brand or product,NEU,1,NEU,0.5190430879592896
4001,4001,I feel like I'm in an apple commercial waiting in line to fly to #sxsw,,No emotion toward brand or product,NEU,1,POS,0.5310596823692322
4003,4003,Can't. Take. Hands. Off. iPhone.  Even when it's charging and I have zero juice left. #appleaddiction #SXSW,iPhone,Positive emotion,POS,2,NEG,0.9268966913223267
