,Unnamed: 0,index,tweet_text,emotion_in_tweet_is_directed_at,label,tweet_text_cln,alt_label,class,pred_label,pred_scores
4947,5038,5038,RT @mention : Aron Pilhofer from The New York Times just endorsed HTML over iPad at the #NewsApps #sxsw and asked us not to tweet what he actually said!,,No emotion toward brand or product,RT : Aron Pilhofer from The New York Times just endorsed HTML over iPad at the and asked us not to tweet what he actually said!,NEU,1,NEU,0.6128326058387756
4948,5039,5039,RT @mention : Aron Pilhofer from The New York Times just endorsed HTML over iPad at the #NewsApps #sxsw and asked us not to tweet...,,No emotion toward brand or product,RT : Aron Pilhofer from The New York Times just endorsed HTML over iPad at the and asked us not to tweet...,NEU,1,NEU,0.6903473734855652
4949,5040,5040,RT @mention : We interrupt your regularly scheduled #sxsw geek programming with big news {link} #google #circles,Other Google product or service,Positive emotion,RT : We interrupt your regularly scheduled geek programming with big news {link},POS,2,NEU,0.5431976914405823
4950,5041,5041,"RT @mention :) RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",,No emotion toward brand or product,"RT :) RT &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, panel at",NEU,1,NEU,0.5399996042251587
4951,5042,5042,RT @mention :) RT @mention Love it. @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,RT :) RT Love it. at &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,POS,2,POS,0.971893846988678
4952,5043,5043,RT @mention :) RT @mention Quantter is launching an iPhone app soon. We're participating to LaunchRock comp at #sxsw {link},,No emotion toward brand or product,RT :) RT Quantter is launching an iPhone app soon. We're participating to LaunchRock comp at {link},NEU,1,POS,0.7999482154846191
4953,5044,5044,RT @mention . @mention double fisting at the keynote #sxsw #apple {link},,No emotion toward brand or product,RT . double fisting at the keynote {link},NEU,1,NEU,0.8779771327972412
4954,5045,5045,"RT @mention . @mention yes, and you know I was Using a little &quot;Jazz Hands&quot; while I said that! #pushio #iPad #winning #sxsw #sxswi",,No emotion toward brand or product,"RT . yes, and you know I was Using a little &quot;Jazz Hands&quot; while I said that!",NEU,1,NEU,0.6695680618286133
4955,5046,5046,RT @mention ..only 9? #SXSW right-brain #mwrc11 left-brain?? :) RT @mention @mention at #SXSW 9 out of 10 attendees have Mac or iPad,iPad,Positive emotion,RT ..only 9? right-brain left-brain?? :) RT at 9 out of 10 attendees have Mac or iPad,POS,2,POS,0.6896631717681885
4956,5047,5047,"RT @mention .@mention &quot;Google launched checkins a month ago.&quot; Check ins are ok, but CHECK OUTS are the future. #sxsw #Bizzy",,No emotion toward brand or product,"RT .@mention &quot;Google launched checkins a month ago.&quot; Check ins are ok, but CHECK OUTS are the future.",NEU,1,POS,0.7687185406684875
4957,5048,5048,"RT @mention .@mention Bahrain govt turned off Google Earth. As a result, more people learned about it and govt had to turn it back on. #sxsw",,No emotion toward brand or product,"RT .@mention Bahrain govt turned off Google Earth. As a result, more people learned about it and govt had to turn it back on.",NEU,1,NEU,0.6066379547119141
4958,5049,5049,RT @mention .@mention imagines a future where Google asks you &quot;Why do you want to know that?&quot; when you search. #sxsw #smscifi,,No emotion toward brand or product,RT .@mention imagines a future where Google asks you &quot;Why do you want to know that?&quot; when you search.,NEU,1,NEU,0.7069104909896851
4959,5050,5050,RT @mention .@mention is competing with @mention circles on the SocialFlow board for most resonant topic here. #sxsw  {link},,No emotion toward brand or product,RT .@mention is competing with circles on the SocialFlow board for most resonant topic here. {link},NEU,1,NEU,0.7684422135353088
4960,5051,5051,RT @mention .@mention Love it. @mention @mention #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go 2 conferences&quot; me 2!,Apple,Positive emotion,RT .@mention Love it. &quot;apple comes up w/ cool technology no one's ever heard of because they don't go 2 conferences&quot; me 2!,POS,2,POS,0.9755174517631531
4961,5052,5052,RT @mention .@mention needs the help of a badass android developer right now for a debugging emergency. Know anyone? @mention him. #SXSW,,No emotion toward brand or product,RT .@mention needs the help of a badass android developer right now for a debugging emergency. Know anyone? him.,NEU,1,NEU,0.5512635707855225
4962,5053,5053,"RT @mention .@mention of @mention on manufacturing serendipity- &quot;Having access to more information makes us more curious, not less&quot; #SXSW",,No emotion toward brand or product,"RT .@mention of on manufacturing serendipity- &quot;Having access to more information makes us more curious, not less&quot;",NEU,1,POS,0.6052717566490173
4963,5054,5054,"RT @mention .@mention Rec: Give the Bad Apple a job in a mtg, such as taking notes. Make mtg voluntary =&gt; willing participants. #gamestorming #sxsw",,No emotion toward brand or product,"RT .@mention Rec: Give the Bad Apple a job in a mtg, such as taking notes. Make mtg voluntary =&gt; willing participants.",NEU,1,NEU,0.6552896499633789
4964,5055,5055,"RT @mention .@mention retiring from Wine Library TV, moving onto Daily Grape. Get the app on yr iPhone. #thankyouecon #SXSW",iPad or iPhone App,Positive emotion,"RT .@mention retiring from Wine Library TV, moving onto Daily Grape. Get the app on yr iPhone.",POS,2,NEU,0.7324802875518799
4965,5056,5056,RT @mention .@mention reveals average time users spent on NYT's Oscars iPad app was 16mins: &quot;That blew my mind&quot; #newsapps #sxsw,,No emotion toward brand or product,RT .@mention reveals average time users spent on NYT's Oscars iPad app was 16mins: &quot;That blew my mind&quot;,NEU,1,NEU,0.434346467256546
4966,5057,5057,"RT @mention .@mention would like a data dashboard of what the govt knows about him (like credit score, Google data dashboard)  #sxsw",,No emotion toward brand or product,"RT .@mention would like a data dashboard of what the govt knows about him (like credit score, Google data dashboard)",NEU,1,NEU,0.8276753425598145
4967,5058,5058,RT @mention 'Google lost its way by caring too much for the business vs. the users' - @mention #psych #sxsw,Google,Negative emotion,RT 'Google lost its way by caring too much for the business vs. the users' -,NEG,0,NEG,0.7241643667221069
4968,5059,5059,RT @mention 'Route around traffic' google maps feature is saving their users 2 years in time. Every day. #SXSW #holytrafficjams,Other Google product or service,Positive emotion,RT 'Route around traffic' google maps feature is saving their users 2 years in time. Every day.,POS,2,POS,0.7714903354644775
4969,5060,5060,RT @mention 'This technology couldn't happen on an iPhone' - Nokia #pushsnowboarding #sxsw,iPhone,Negative emotion,RT 'This technology couldn't happen on an iPhone' - Nokia,NEG,0,NEU,0.49668240547180176
4970,5061,5061,"RT @mention ÛÏ@mention {link} &lt;-- HELP ME FORWARD THIS DOC to all Anonymous accounts, techies,&amp; ppl who can help us JAM #libya #SXSW",,No emotion toward brand or product,"RT ÛÏ@mention {link} &lt;-- HELP ME FORWARD THIS DOC to all Anonymous accounts, techies,&amp; ppl who can help us JAM",NEU,1,POS,0.5298029184341431
4971,5062,5062,"RT @mention ÛÏ@mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.Û",Google,Positive emotion,"RT ÛÏ@mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, panel at",POS,2,NEU,0.7513591051101685
4972,5063,5063,RT @mention ÛÏ@mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.Û,iPad or iPhone App,Positive emotion,RT ÛÏ@mention beta testing interactive book for iPad app by Moonbot studios out of Louisiana. Cool app.Û,POS,2,POS,0.9069205522537231
4973,5064,5064,RT @mention ÛÏ@mention Apple is a great example of a retail store layed out for the future - no 'registers' no 'checkout line'  #sxsw,Apple,Positive emotion,RT ÛÏ@mention Apple is a great example of a retail store layed out for the future - no 'registers' no 'checkout line',POS,2,POS,0.9393190741539001
4974,5065,5065,RT @mention ÛÏ@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch&quot; oh YAY more traffic.,,No emotion toward brand or product,RT ÛÏ@mention Apple is opening up a temporary store in downtown Austin for and the iPad 2 launch&quot; oh YAY more traffic.,NEU,1,POS,0.8545836210250854
4975,5066,5066,RT @mention ÛÏ@mention Get a look at #SXSW's rumored #Apple &quot;pop-up&quot; store in Austin: {link},,No emotion toward brand or product,RT ÛÏ@mention Get a look at rumored &quot;pop-up&quot; store in Austin: {link},NEU,1,NEU,0.9230237603187561
4976,5067,5067,"RT @mention ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #SXSW",,No emotion toward brand or product,"RT ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}",NEU,1,NEU,0.6995413303375244
4977,5068,5068,"RT @mention ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ Circles are 'closed' #weak",,No emotion toward brand or product,"RT ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} Circles are 'closed'",NEU,1,NEU,0.7459970712661743
4978,5069,5069,"RT @mention ÛÏ@mention If you were able to afford to attend #sxsw or buy an iPad today, consider saving a few $$$ for Japan earthquake relief. &quot;",,No emotion toward brand or product,"RT ÛÏ@mention If you were able to afford to attend or buy an iPad today, consider saving a few $$$ for Japan earthquake relief. &quot;",NEU,1,NEU,0.6962199807167053
4979,5070,5070,RT @mention ÛÏ@mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},,No emotion toward brand or product,RT ÛÏ@mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for and the iPad 2 launch {link},NEU,1,POS,0.7209901809692383
4980,5071,5071,RT @mention ÛÏ@mention SXSW official iPhone app here: {link}  Enjoy!  #SXSW,iPad or iPhone App,Positive emotion,RT ÛÏ@mention SXSW official iPhone app here: {link} Enjoy!,POS,2,POS,0.9491304755210876
4981,5072,5072,RT @mention ÛÏ@mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circlesÛ sounds interesting,,No emotion toward brand or product,RT ÛÏ@mention We interrupt your regularly scheduled geek programming with big news {link} sounds interesting,NEU,1,POS,0.8896313309669495
4982,5073,5073,RT @mention ÛÏline moving fast! Rt @mention have seen two impressive lines since I'm at #SXSW  the one at the Apple Store &amp; @mention party now,Apple,Positive emotion,RT ÛÏline moving fast! Rt have seen two impressive lines since I'm at the one at the Apple Store &amp; party now,POS,2,POS,0.9535319805145264
4983,5074,5074,RT @mention ÛÏMore than 35 million miles a day are driven while being Google Maps Navigation assisted.&quot; --Marissa Mayer #sxsw  [The GPS biz is so toast.],,No emotion toward brand or product,RT ÛÏMore than 35 million miles a day are driven while being Google Maps Navigation assisted.&quot; --Marissa Mayer [The GPS biz is so toast.],NEU,1,NEU,0.5954651236534119
4984,5075,5075,RT @mention ÛÏThe classiest fascist company in existenceÛ - Kara Swisher #sxsw #apple,,No emotion toward brand or product,RT ÛÏThe classiest fascist company in existenceÛ - Kara Swisher,NEU,1,NEG,0.6755828261375427
4985,5076,5076,"RT @mention (CNNMoney) For #SXSW 2011, any computing device bigger than an iPad is passÌ©. The mobile space has all the buzz {link} #wssxsw",iPad,Positive emotion,"RT (CNNMoney) For 2011, any computing device bigger than an iPad is passÌ©. The mobile space has all the buzz {link}",POS,2,POS,0.6981313228607178
4986,5077,5077,MT @mention (Swisher calls Apple &quot;the classiest fascist company in America&quot; #sxflip #sxsw,Apple,Negative emotion,MT (Swisher calls Apple &quot;the classiest fascist company in America&quot;,NEG,0,NEG,0.42112699151039124
4987,5078,5078,RT @mention [FREE MUSIC]  Compilation - SXSW: Featured Artists  -  {link}   #iTunes  #AmplifiedLife #SXSW,,No emotion toward brand or product,RT [FREE MUSIC] Compilation - SXSW: Featured Artists - {link},NEU,1,NEU,0.9157100319862366
4988,5079,5079,RT @mention [Just FYI...] BREAKING: Google to Launch Major New Social Network Called Circles...Today? {link} via @mention #sxsw #socialmedia,,No emotion toward brand or product,RT [Just FYI...] BREAKING: Google to Launch Major New Social Network Called Circles...Today? {link} via,NEU,1,NEU,0.693654477596283
4989,5080,5080,RT @mention {link} @mention new mobile app. Your store circulars via Android Blackberry iOS Even Austin &amp; #SXSW {link},,No emotion toward brand or product,RT {link} new mobile app. Your store circulars via Android Blackberry iOS Even Austin &amp; {link},NEU,1,NEU,0.7222569584846497
4990,5081,5081,"RT @mention {link} &lt;- 'Google Circles' Looms, But do Google's Nerds 'Get' Social, via @mention #SXSW #socialmedia",,No emotion toward brand or product,"RT {link} &lt;- 'Google Circles' Looms, But do Google's Nerds 'Get' Social, via",NEU,1,NEU,0.7713051438331604
4991,5082,5082,RT @mention {link} #sxsw Google going Social again?,,No emotion toward brand or product,RT {link} Google going Social again?,NEU,1,NEU,0.7850309014320374
4992,5083,5083,RT @mention {link} Did you hear? AppleÛªs opening a temporary store just for #SXSW! (via @mention,Apple,Positive emotion,RT {link} Did you hear? AppleÛªs opening a temporary store just for (via,POS,2,NEU,0.8142796754837036
4993,5084,5084,RT @mention {link} Just wrote a post on the Possible #SXSW blog on iPad design piece I went to yesterday.,,No emotion toward brand or product,RT {link} Just wrote a post on the Possible blog on iPad design piece I went to yesterday.,NEU,1,NEU,0.8401532173156738
4994,5085,5085,RT @mention {link} Killer shot I got last night of @mention at the #nokiaconnects concert for #SXSW,,No emotion toward brand or product,RT {link} Killer shot I got last night of at the concert for,NEU,1,NEU,0.7443058490753174
4995,5086,5086,RT @mention {link} Samsung Galaxy S II Appears At FCC And Team Android #SXSW Party {link} #android #followback,,No emotion toward brand or product,RT {link} Samsung Galaxy S II Appears At FCC And Team Android Party {link},NEU,1,NEU,0.6045526266098022
4996,5087,5087,RT @mention {link} This is insane... Even more of a reason to go to SXSW #SXSW #Appletogo,,No emotion toward brand or product,RT {link} This is insane... Even more of a reason to go to SXSW,NEU,1,POS,0.8892621994018555
4997,5088,5088,@mention on @mention apple iPad2 popup store @mention #sxsw is like red cross emergency tent for hipsters. Lol. &lt;3 #publicradio,,No emotion toward brand or product,on apple iPad2 popup store is like red cross emergency tent for hipsters. Lol. &lt;3,NEU,1,POS,0.942855179309845
4998,5089,5089,RT @mention @mention  - False Alarm: Google Circles Not Coming NowÛÒand Probably Not Ever? - {link} #Google #Circles #Social #SXSW,,Negative emotion,RT - False Alarm: Google Circles Not Coming NowÛÒand Probably Not Ever? - {link},NEG,0,NEG,0.6525161266326904
4999,5090,5090,RT @mention @mention  @mention &amp;  @mention having fun at #google [pic] #SXSW {link},,No emotion toward brand or product,RT &amp; having fun at [pic] {link},NEU,1,POS,0.9138794541358948
5000,5091,5091,RT @mention @mention  of Google: Think while making as fast as you can - aim to have a product on day one: #agileagency #sxsw,,No emotion toward brand or product,RT of Google: Think while making as fast as you can - aim to have a product on day one:,NEU,1,POS,0.8241328597068787
5001,5092,5092,"RT @mention @mention - spread the word, our #SXSW festival explorer App is live and free {link}",iPad or iPhone App,Positive emotion,"RT - spread the word, our festival explorer App is live and free {link}",POS,2,POS,0.8476425409317017
5002,5093,5093,RT @mention @mention (or anyone who knows @mention found your deaddd iPhone outside the Blogger Lounge...contact me so i can reunite you with it! :) #SXSW,,No emotion toward brand or product,RT (or anyone who knows found your deaddd iPhone outside the Blogger Lounge...contact me so i can reunite you with it! :),NEU,1,POS,0.538726806640625
5003,5094,5094,RT @mention @mention @mention &amp; @mention having fun at #google [pic] #SXSW {link},Google,Positive emotion,RT &amp; having fun at [pic] {link},POS,2,POS,0.9138794541358948
5004,5095,5095,RT @mention @mention @mention Apple set to open popup shop in core of #SXSW action {link} #ipad2,,No emotion toward brand or product,RT Apple set to open popup shop in core of action {link},NEU,1,NEU,0.6855790019035339
5005,5096,5096,RT @mention @mention @mention Apple to open temporary store Friday in the Scarbrough Building at 6th and Congress #SxSW {link},,No emotion toward brand or product,RT Apple to open temporary store Friday in the Scarbrough Building at 6th and Congress {link},NEU,1,NEU,0.8115967512130737
5006,5097,5097,RT @mention @mention @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,RT at &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,POS,2,POS,0.7073028683662415
5007,5098,5098,RT @mention @mention @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,RT at &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,POS,2,POS,0.7163493037223816
5008,5099,5099,RT @mention @mention @mention Austin street closures during SXSW in Google Map form: {link} #sxsw #austin,,No emotion toward brand or product,RT Austin street closures during SXSW in Google Map form: {link},NEU,1,NEU,0.9272240400314331
5009,5100,5100,RT @mention @mention @mention check this: {link} #SXSW #google,,No emotion toward brand or product,RT check this: {link},NEU,1,NEU,0.8749596476554871
5010,5101,5101,RT @mention @mention @mention Google to launch social networking site called Circles - soon but not officially at #sxsw {link},,No emotion toward brand or product,RT Google to launch social networking site called Circles - soon but not officially at {link},NEU,1,NEU,0.7055580019950867
5011,5102,5102,RT @mention @mention @mention Great to meet you @mention meetup! This is the post about our new #sxsw medical apps {link} #sxswh #hcsm,,No emotion toward brand or product,RT Great to meet you meetup! This is the post about our new medical apps {link},NEU,1,POS,0.9607135653495789
5012,5103,5103,RT @mention @mention @mention taking a google tour tomorrow... in the bay area Tom night...flying 2 AUS 4 #SXSW &lt;&lt;lucky you!,,No emotion toward brand or product,RT taking a google tour tomorrow... in the bay area Tom night...flying 2 AUS 4 &lt;&lt;lucky you!,NEU,1,POS,0.8626570105552673
5013,5104,5104,"RT @mention @mention @mention Will bring great toys and demos, thanks for including us.  And look for the #SXSW booth - right next to Google!",,No emotion toward brand or product,"RT Will bring great toys and demos, thanks for including us. And look for the booth - right next to Google!",NEU,1,POS,0.986233115196228
5014,5105,5105,RT @mention @mention @mention will have some apple v android things going on tomorrow during the @mention #SXSW,,No emotion toward brand or product,RT will have some apple v android things going on tomorrow during the,NEU,1,NEU,0.6644299030303955
5015,5106,5106,RT @mention @mention &amp; @mention are becoming competitors 4 @mention now that they're starting to realize #checkins are cool. #sxsw,,No emotion toward brand or product,RT &amp; are becoming competitors 4 now that they're starting to realize are cool.,NEU,1,NEU,0.5508958101272583
5016,5107,5107,RT @mention @mention &amp; @mention were quick to encourage SEO practitioners to avoid dwelling on page rank (focus on content) #sxsw,,No emotion toward brand or product,RT &amp; were quick to encourage SEO practitioners to avoid dwelling on page rank (focus on content),NEU,1,NEU,0.538133978843689
5017,5108,5108,RT @mention @mention #BT #SXSW &quot;Having a really GREAT social search is probably a very good idea for #google&quot; @mention,Google,Positive emotion,RT &quot;Having a really GREAT social search is probably a very good idea for,POS,2,POS,0.9306485056877136
5018,5109,5109,RT @mention @mention 2 at #SXSW? Apple is opening a pop-up store in Austin for SXSW {link},,No emotion toward brand or product,RT 2 at Apple is opening a pop-up store in Austin for SXSW {link},NEU,1,POS,0.7008822560310364
5019,5110,5110,RT @mention @mention 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi,iPad or iPhone App,Positive emotion,RT 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link},POS,2,NEU,0.8426712155342102
5020,5111,5111,RT @mention @mention Alive and loving it! Great talks from Jonathan Dahl #minimalistprogramming and Google's Marissa Mayer #MarissaGoogle - #sxsw,Google,Positive emotion,RT Alive and loving it! Great talks from Jonathan Dahl and Google's Marissa Mayer -,POS,2,POS,0.9903524518013
5021,5112,5112,RT @mention @mention and @mention open up a 64GB 3G iPad 2 - Unboxing and first look - @mention #ipad2 #ipad #apple {link} via @webdoc #sxsw,,No emotion toward brand or product,RT and open up a 64GB 3G iPad 2 - Unboxing and first look - {link} via,NEU,1,NEU,0.7633181214332581
5022,5113,5113,RT @mention @mention announces #windowsphone app today #sxsw {link} #wp7,,No emotion toward brand or product,RT announces app today {link},NEU,1,NEU,0.8791790008544922
5023,5114,5114,RT @mention @mention are you around #sxsw? Need a US sim for my iphone 3GS for the next 10. Wanna bring one in? #please,,No emotion toward brand or product,RT are you around Need a US sim for my iphone 3GS for the next 10. Wanna bring one in?,NEU,1,NEU,0.8335949778556824
5024,5115,5115,RT @mention @mention at #sxsw: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} and {link},,No emotion toward brand or product,RT at Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} and {link},NEU,1,POS,0.6217053532600403
5025,5116,5116,RT @mention @mention at Team Android party. @mention @mention just walked in. DL Appolicious app &amp; enter to win free Nexus S! #androidsxsw #sxsw,Apple,Positive emotion,RT at Team Android party. just walked in. DL Appolicious app &amp; enter to win free Nexus S!,POS,2,POS,0.563017725944519
5026,5117,5117,RT @mention @mention Best thing I've heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.(@mention @mention #SXSWGOOD,,No emotion toward brand or product,RT Best thing I've heard at &quot;I gave my iPad 2 money to relief. I don't need an iPad 2.(@mention,NEU,1,POS,0.8781239986419678
5027,5118,5118,RT @mention @mention Congrats on your iPhone app being featured at #SXSW!,iPad or iPhone App,Positive emotion,RT Congrats on your iPhone app being featured at,POS,2,POS,0.979400098323822
5028,5119,5119,"RT @mention @mention Cool! That means we can watch Ustream in Skyfire browser on iPhone :-)
(Safari doesn't work) 
Have fun!  #sxsw",iPad or iPhone App,Positive emotion,RT Cool! That means we can watch Ustream in Skyfire browser on iPhone :-) (Safari doesn't work) Have fun!,POS,2,POS,0.9636905193328857
5029,5120,5120,RT @mention @mention dont miss the Q&amp;A With Google's @mention &amp; Bing's @mention On Ranking - #SXSW sessi Mon 12:30pm-Part 1 was at #SMX,,No emotion toward brand or product,RT dont miss the Q&amp;A With Google's &amp; Bing's On Ranking - sessi Mon 12:30pm-Part 1 was at,NEU,1,POS,0.6535012125968933
5030,5121,5121,"RT @mention @mention Dude there's earthquakes,  tsunamis, iPad 2 and #SXSW. Get with it.",,No emotion toward brand or product,"RT Dude there's earthquakes, tsunamis, iPad 2 and Get with it.",NEU,1,NEU,0.5381829738616943
5031,5122,5122,RT @mention @mention Enchantment: get a trustworthiness of #zappos likeability of #virgin and a product of #apple @mention #sxsw,,No emotion toward brand or product,RT Enchantment: get a trustworthiness of likeability of and a product of,NEU,1,NEU,0.7758765816688538
5032,5123,5123,RT @mention @mention from Google taking the mic  #health2dev  #SXSW,,No emotion toward brand or product,RT from Google taking the mic,NEU,1,NEU,0.7977538108825684
5033,5124,5124,RT @mention @mention Go beyond the hour &amp; share positive actions with the world. Download the #EarthHour iPhone app: {link} #SXSW,iPad or iPhone App,Positive emotion,RT Go beyond the hour &amp; share positive actions with the world. Download the iPhone app: {link},POS,2,POS,0.8957458734512329
5034,5125,5125,RT @mention @mention Google is looking at social signals more and more for search results. #qagb #sxsw,Google,Positive emotion,RT Google is looking at social signals more and more for search results.,POS,2,NEU,0.7110725045204163
5035,5126,5126,"RT @mention @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,"RT Google to Launch Major New Social Network Called Circles, Possibly Today {link}",NEU,1,NEU,0.6420470476150513
5036,5127,5127,"RT @mention @mention has their Google Analytics up - 58,967 visits, ipad and iphone are ranked in top 5 ways people access it. #newsapps #sxsw",,No emotion toward brand or product,"RT has their Google Analytics up - 58,967 visits, ipad and iphone are ranked in top 5 ways people access it.",NEU,1,POS,0.7696566581726074
5037,5128,5128,RT @mention @mention Have y'all seen this? Temp Apple Store going up downtown for #SXSW. Would y'all stream from there instead? {link},,No emotion toward brand or product,RT Have y'all seen this? Temp Apple Store going up downtown for Would y'all stream from there instead? {link},NEU,1,NEU,0.7957345843315125
5038,5129,5129,RT @mention @mention Help us get the word out about our #sxsw party featuring @mention and our iPad2 giveaway? {link},,No emotion toward brand or product,RT Help us get the word out about our party featuring and our iPad2 giveaway? {link},NEU,1,POS,0.5878443121910095
5039,5130,5130,"RT @mention @mention hey Rudy, are Belgiums and Dutch taking over #sxsw? We launched www.skylines.net and {link} today",,No emotion toward brand or product,"RT hey Rudy, are Belgiums and Dutch taking over We launched www.skylines.net and {link} today",NEU,1,NEU,0.8061174154281616
5040,5131,5131,"RT @mention @mention I agree ÛÓ Apple stole what little part of the show there was. For me, @mention was the most exciting new biz concept #sxsw",Apple,Positive emotion,"RT I agree ÛÓ Apple stole what little part of the show there was. For me, was the most exciting new biz concept",POS,2,POS,0.8674548864364624
5041,5132,5132,"RT @mention @mention iPad app getting panned for design trumping content, and rightfully so. #SXSW",iPad or iPhone App,Negative emotion,"RT iPad app getting panned for design trumping content, and rightfully so.",NEG,0,NEG,0.46416303515434265
5042,5133,5133,"RT @mention @mention is biyt.ly for email, like google voice for email #loveit #sxsw #startupbus",,No emotion toward brand or product,"RT is biyt.ly for email, like google voice for email",NEU,1,NEU,0.835346519947052
5043,5134,5134,RT @mention @mention is now the Geek Charlie Sheen with his goddesses @mention @mention @Schmittastic #google #SXSW,,No emotion toward brand or product,RT is now the Geek Charlie Sheen with his goddesses,NEU,1,NEU,0.8523585200309753
5044,5135,5135,"RT @mention @mention is talking about how mobile phones, Google Earth, FB is empowering people to fight back against  dictators... #SXSW",,No emotion toward brand or product,"RT is talking about how mobile phones, Google Earth, FB is empowering people to fight back against dictators...",NEU,1,POS,0.5573784708976746
5045,5136,5136,RT @mention @mention just saw you at lax I'm heading to #Sxsw  If you or your wife have an iPhone or iPad download my app #Freespeech @mention,iPad or iPhone App,Positive emotion,RT just saw you at lax I'm heading to If you or your wife have an iPhone or iPad download my app,POS,2,POS,0.5495390892028809
5046,5137,5137,RT @mention @mention Just won an HTML5 t-shirt from google for saying that EaselJS is my favorite canvas library at #sxsw.,Google,Positive emotion,RT Just won an HTML5 t-shirt from google for saying that EaselJS is my favorite canvas library at,POS,2,POS,0.9712522029876709
5047,5138,5138,RT @mention @mention New iPad Apps For #SpeechTherapy And Communication Are Showcased At The #SXSW Conference {link} #iear #edchat #asd,,No emotion toward brand or product,RT New iPad Apps For And Communication Are Showcased At The Conference {link},NEU,1,NEU,0.7693281769752502
5048,5139,5139,RT @mention @mention New iPad Apps For Speech Therapy And Communication Are Showcased @mention #SXSW Conference {link} #sxswi #assistivetech,,No emotion toward brand or product,RT New iPad Apps For Speech Therapy And Communication Are Showcased Conference {link},NEU,1,NEU,0.7640373706817627
5049,5140,5140,RT @mention @mention New iPad Apps For Speech Therapy And Communication Are Showcased At #SXSW Conference {link} #sxswi #hcsm #sxswh,,No emotion toward brand or product,RT New iPad Apps For Speech Therapy And Communication Are Showcased At Conference {link},NEU,1,NEU,0.7684362530708313
5050,5141,5141,RT @mention @mention New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #augcomm #hcsm #mhealth,,No emotion toward brand or product,RT New iPad Apps For Speech Therapy And Communication Are Showcased At The Conference {link},NEU,1,NEU,0.7884619235992432
5051,5142,5142,RT @mention @mention No. 1 hack they found: people jumping over the corporate firewall (e.g. using Google Docs etc.) #sxsw,,No emotion toward brand or product,RT No. 1 hack they found: people jumping over the corporate firewall (e.g. using Google Docs etc.),NEU,1,NEU,0.4841894209384918
5052,5143,5143,RT @mention @mention Not only at Cedar Street Courtyard but also at Apple Store #SXSW {link} from a small fan :-),Apple,Positive emotion,RT Not only at Cedar Street Courtyard but also at Apple Store {link} from a small fan :-),POS,2,POS,0.8879945874214172
5053,5144,5144,RT @mention @mention one of the must have apps to survive #SXSW {link}  Join our #SXSWbarcrawl during #SXSWi,iPad or iPhone App,Positive emotion,RT one of the must have apps to survive {link} Join our during,POS,2,POS,0.7651413679122925
5054,5145,5145,RT @mention @mention Peter Cashmore on the iPad 2: it's only a minor improvement. Not worth it unless you have money to burn. #SXSW,iPad,Negative emotion,RT Peter Cashmore on the iPad 2: it's only a minor improvement. Not worth it unless you have money to burn.,NEG,0,NEG,0.4739096164703369
5055,5146,5146,RT @mention @mention putting a gun to @mention head. Give me your iPhone! #SXSW {link},iPhone,Positive emotion,RT putting a gun to head. Give me your iPhone! {link},POS,2,NEG,0.5425736904144287
